Player,Pos,Age,Tm,G,TRB,AST,STL,BLK,TOV,PTS,ALL-STAR
Wenyen Gabriel\gabriwe01,PF,22,TOT,30,1.7,0.3,0.4,0.2,0.5,2.1,0
Wenyen Gabriel\gabriwe01,PF,22,SAC,11,0.9,0.3,0.3,0.2,0.5,1.7,0
Wenyen Gabriel\gabriwe01,PF,22,POR,19,2.2,0.3,0.4,0.3,0.6,2.3,0
Daniel Gafford\gaffoda01,C,21,CHI,43,2.5,0.5,0.3,1.3,0.7,5.1,0
Danilo Gallinari\gallida01,PF,31,OKC,62,5.2,1.9,0.7,0.1,1.2,18.7,0
Langston Galloway\gallola01,SG,28,DET,66,2.3,1.5,0.7,0.2,0.6,10.3,0
Darius Garland\garlada01,SG,20,CLE,59,1.9,3.9,0.7,0.1,2.6,12.3,0
Marc Gasol\gasolma01,C,35,TOR,44,6.3,3.3,0.8,0.9,1.3,7.5,0
Rudy Gay\gayru01,PF,33,SAS,67,5.4,1.7,0.5,0.5,1.3,10.8,0
Paul George\georgpa01,SG,29,LAC,48,5.7,3.9,1.4,0.4,2.6,21.5,0
Taj Gibson\gibsota01,C,34,NYK,62,4.3,0.8,0.4,0.5,0.8,6.1,0
Harry Giles\gilesha01,C,21,SAC,46,4.1,1.3,0.5,0.4,1,6.9,0
Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,70,5.9,3.3,1.1,0.7,1.9,19,0
Rudy Gobert\goberru01,C,27,UTA,68,13.5,1.5,0.8,2,1.9,15.1,1
Brandon Goodwin\goodwbr01,PG,24,ATL,34,2.1,1.5,0.4,0.1,0.9,6.1,0
Aaron Gordon\gordoaa01,PF,24,ORL,62,7.7,3.7,0.8,0.6,1.6,14.4,0
Eric Gordon\gordoer01,SF,31,HOU,36,2,1.5,0.6,0.4,1.2,14.4,0
Devonte' Graham\grahade01,PG,24,CHO,63,3.4,7.5,1,0.2,2.9,18.2,0
Treveon Graham\grahatr01,SF,26,TOT,55,2.7,0.8,0.4,0.1,0.5,4.4,0
Treveon Graham\grahatr01,SF,26,MIN,33,3,0.9,0.5,0.1,0.6,5.2,0
Treveon Graham\grahatr01,SF,26,ATL,22,2.3,0.7,0.3,0.2,0.5,3.3,0
Jerami Grant\grantje01,PF,25,DEN,71,3.5,1.2,0.7,0.8,0.9,12,0
Jerian Grant\grantje02,SG,27,WAS,6,1,1.5,0.2,0.2,0.5,4.5,0
Josh Gray\grayjo01,PG,26,NOP,2,1,1,0,0,2.5,1,0
Danny Green\greenda02,SG,32,LAL,68,3.3,1.3,1.3,0.5,0.9,8,0
Draymond Green\greendr01,PF,29,GSW,43,6.2,6.2,1.4,0.8,2.3,8,0
JaMychal Green\greenja01,PF,29,LAC,63,6.2,0.8,0.5,0.4,0.9,6.8,0
Javonte Green\greenja02,SG,26,BOS,48,1.9,0.5,0.5,0.2,0.5,3.4,0
Jeff Green\greenje02,PF-C,33,TOT,48,2.8,1,0.5,0.4,0.9,9.4,0
Jeff Green\greenje02,PF,33,UTA,30,2.7,0.7,0.4,0.3,0.9,7.8,0
Jeff Green\greenje02,C,33,HOU,18,2.9,1.7,0.8,0.5,0.8,12.2,0
Blake Griffin\griffbl01,PF,30,DET,18,4.7,3.3,0.4,0.4,2.2,15.5,0
Marko Guduric\gudurma01,SG,24,MEM,44,1.7,1,0.3,0.2,0.8,3.9,0
Kyle Guy\guyky01,SG,22,SAC,3,0.3,0.3,0,0,0,1.3,0
Rui Hachimura\hachiru01,PF,21,WAS,48,6.1,1.8,0.8,0.2,1.1,13.5,0
Devon Hall\hallde01,PG,24,OKC,11,0.6,1.2,0.4,0.1,0.5,1.8,0
Donta Hall\halldo01,C-PF,22,TOT,9,4.2,0.4,0.3,0.7,0.6,4.3,0
Donta Hall\halldo01,PF,22,DET,4,3.8,0.5,0.3,0.3,0.5,1.5,0
Donta Hall\halldo01,C,22,BRK,5,4.6,0.4,0.4,1,0.6,6.6,0
Dusty Hannahs\hannadu01,SG,26,MEM,2,0.5,0,0,0,0,6,0
Tim Hardaway Jr.\hardati02,SG,27,DAL,71,3.3,1.9,0.6,0.1,1,15.8,0
James Harden\hardeja01,SG,30,HOU,68,6.6,7.5,1.8,0.9,4.5,34.3,1
Maurice Harkless\harklma01,PF-SF,26,TOT,62,3.9,1.1,0.9,0.5,0.9,5.8,0
Maurice Harkless\harklma01,PF,26,LAC,50,4,1,1,0.6,0.9,5.5,0
Maurice Harkless\harklma01,SF,26,NYK,12,3.3,1.7,0.8,0.3,0.6,6.8,0
Jared Harper\harpeja01,PG,22,PHO,3,0,0,0,0,0,0.7,0
Montrezl Harrell\harremo01,C,26,LAC,63,7.1,1.7,0.6,1.1,1.7,18.6,0
Gary Harris\harriga01,SG,25,DEN,56,2.9,2.1,1.4,0.3,1.1,10.4,0
Joe Harris\harrijo01,SF,28,BRK,69,4.3,2.1,0.6,0.2,1.5,14.5,0
Tobias Harris\harrito02,PF,27,PHI,72,6.9,3.2,0.7,0.6,1.4,19.6,0
Shaquille Harrison\harrish01,SG,26,CHI,43,2,1.1,0.8,0.4,0.4,4.9,0
Josh Hart\hartjo01,SF,24,NOP,65,6.5,1.7,1,0.4,1.2,10.1,0
Isaiah Hartenstein\harteis01,C,21,HOU,23,3.9,0.8,0.4,0.5,0.7,4.7,0
Udonis Haslem\hasleud01,C,39,MIA,4,4,0.3,0,0,0.3,3,0
Jaxson Hayes\hayesja02,C,19,NOP,64,4,0.9,0.4,0.9,0.8,7.4,0
Gordon Hayward\haywago01,SF,29,BOS,52,6.7,4.1,0.7,0.4,1.8,17.5,0
John Henson\hensojo01,C,29,TOT,40,4.1,1.4,0.6,1.1,0.9,5.5,0
John Henson\hensojo01,C,29,CLE,29,3.9,1.5,0.6,1.1,0.7,5,0
John Henson\hensojo01,C,29,DET,11,4.4,1,0.7,0.9,1.4,6.9,0
Dewan Hernandez\hernade01,C,23,TOR,6,2.3,0.5,0.2,0,0.5,2.3,0
Juan Hernangómez\hernaju01,PF,24,TOT,48,4.1,0.8,0.4,0.2,0.7,6,0
Juan Hernangómez\hernaju01,PF,24,DEN,34,2.8,0.6,0.1,0.1,0.5,3.1,0
Juan Hernangómez\hernaju01,PF,24,MIN,14,7.3,1.3,1,0.3,1,12.9,0
Willy Hernangómez\hernawi01,C,25,CHO,31,4.3,0.9,0.3,0.2,1,6.1,0
Tyler Herro\herroty01,SG,20,MIA,55,4.1,2.2,0.6,0.2,1.6,13.5,0
Kevin Hervey\herveke01,PF,23,OKC,10,1.2,0.5,0.1,0.1,0,1.7,0
Mario Hezonja\hezonma01,PF,24,POR,53,3.5,0.9,0.7,0.2,0.8,4.8,0
Buddy Hield\hieldbu01,SG,27,SAC,72,4.6,3,0.9,0.2,2.3,19.2,0
George Hill\hillge01,PG,33,MIL,59,3,3.1,0.8,0.1,1,9.4,0
Solomon Hill\hillso01,PF,28,TOT,59,2.8,1.8,0.7,0.2,0.9,5.5,0
Solomon Hill\hillso01,PF,28,MEM,48,3,2,0.6,0.1,0.8,5.7,0
Solomon Hill\hillso01,PF,28,MIA,11,1.9,0.9,1.1,0.5,1,4.5,0
Jaylen Hoard\hoardja01,PF,20,POR,13,2.5,0.3,0.4,0,0.3,2.9,0
Aaron Holiday\holidaa01,PG,23,IND,66,2.4,3.4,0.8,0.2,1.3,9.5,0
Jrue Holiday\holidjr01,SG,29,NOP,61,4.8,6.7,1.6,0.8,3,19.1,0
Justin Holiday\holidju01,SF,30,IND,73,3.3,1.3,1.2,0.6,0.6,8.3,0
Rondae Hollis-Jefferson\holliro01,PF,25,TOR,60,4.7,1.8,0.8,0.4,1,7,0
Richaun Holmes\holmeri01,C,26,SAC,44,8.1,1,0.9,1.3,1.2,12.3,0
Rodney Hood\hoodro01,SF,27,POR,21,3.4,1.5,0.8,0.2,0.9,11,0
Al Horford\horfoal01,C,33,PHI,67,6.8,4,0.8,0.9,1.2,11.9,0
Talen Horton-Tucker\hortota01,SG,19,LAL,6,1.2,1,1.3,0.2,1,5.7,0
Danuel House\houseda01,SF,26,HOU,63,4.2,1.3,1.1,0.5,0.9,10.5,0
Dwight Howard\howardw01,C,34,LAL,69,7.3,0.7,0.4,1.1,1.2,7.5,0
William Howard\howarwi01,PF,26,HOU,2,1,0.5,0,0,0.5,0,0
Kevin Huerter\huertke01,SG,21,ATL,56,4.1,3.8,0.9,0.5,1.6,12.2,0
De'Andre Hunter\huntede01,SF,22,ATL,63,4.5,1.8,0.7,0.3,1.6,12.3,0
Chandler Hutchison\hutchch01,SF,23,CHI,28,3.9,0.9,1,0.3,1,7.8,0
Serge Ibaka\ibakase01,C,30,TOR,55,8.2,1.4,0.5,0.8,2,15.4,0
Andre Iguodala\iguodan01,SF,36,MIA,21,3.7,2.4,0.7,1,1.2,4.6,0
Ersan İlyasova\ilyaser01,PF,32,MIL,63,4.8,0.8,0.4,0.3,0.5,6.6,0
Joe Ingles\inglejo01,PF,32,UTA,72,3.9,5.2,0.9,0.2,2,9.8,0
Brandon Ingram\ingrabr01,PF,22,NOP,62,6.1,4.2,1,0.6,3,23.8,1
Kyrie Irving\irvinky01,PG,27,BRK,20,5.2,6.4,1.4,0.5,2.6,27.4,0
Jonathan Isaac\isaacjo01,PF,22,ORL,34,6.8,1.4,1.6,2.3,1.4,11.9,0
Wesley Iwundu\iwundwe01,SF,25,ORL,52,2.5,1.2,0.5,0.3,0.5,5.8,0
Frank Jackson\jacksfr01,PG,21,NOP,59,1.4,1,0.3,0.1,0.8,6.3,0
Jaren Jackson Jr.\jacksja02,C,20,MEM,57,4.6,1.4,0.7,1.6,1.7,17.4,0
Josh Jackson\jacksjo02,SF,22,MEM,22,3,1.6,0.8,0.4,1.3,9,0
Justin Jackson\jacksju01,PF,24,DAL,65,2.4,0.8,0.2,0.2,0.2,5.5,0
Reggie Jackson\jacksre01,SG-PG,29,TOT,31,3,4.1,0.4,0.2,1.6,11.9,0
Reggie Jackson\jacksre01,PG,29,DET,14,2.9,5.1,0.6,0.1,1.6,14.9,0
Reggie Jackson\jacksre01,SG,29,LAC,17,3,3.2,0.3,0.2,1.6,9.5,0
Justin James\jamesju01,SF,23,SAC,36,0.9,0.5,0.2,0.3,0.2,2.5,0
LeBron James\jamesle01,PG,35,LAL,67,7.8,10.2,1.2,0.5,3.9,25.3,1
Amile Jefferson\jeffeam01,PF,26,ORL,18,1.3,0.2,0.1,0.2,0.2,0.8,0
DaQuan Jeffries\jeffrda01,SG,22,SAC,13,1.4,0.5,0.3,0.1,0.2,3.8,0
Ty Jerome\jeromty01,SG,22,PHO,31,1.5,1.4,0.5,0.1,0.6,3.3,0
Alize Johnson\johnsal02,PF,23,IND,17,2.8,0.4,0.2,0.1,0.4,2,0
B.J. Johnson\johnsbj01,SF,24,ORL,10,1.5,0.3,0.3,0,0.6,3,0
Cameron Johnson\johnsca02,PF,23,PHO,57,3.3,1.2,0.6,0.4,0.6,8.8,0
James Johnson\johnsja01,PF-C,32,TOT,32,3.7,2.3,0.8,1,1.5,8.4,0
James Johnson\johnsja01,PF,32,MIA,18,2.9,1.2,0.3,0.7,0.8,5.7,0
James Johnson\johnsja01,C,32,MIN,14,4.7,3.8,1.4,1.4,2.4,12,0
Keldon Johnson\johnske04,SF,20,SAS,17,3.4,0.9,0.8,0.1,0.8,9.1,0
Stanley Johnson\johnsst04,PF,23,TOR,25,1.5,0.8,0.2,0.2,0.6,2.4,0
Tyler Johnson\johnsty01,PG-SG,27,TOT,39,1.9,1.9,0.4,0.2,0.7,7,0
Tyler Johnson\johnsty01,PG,27,PHO,31,1.7,1.6,0.4,0.3,0.8,5.7,0
Tyler Johnson\johnsty01,SG,27,BRK,8,3,3,0.5,0.1,0.6,12,0
Nikola Jokic\jokicni01,C,24,DEN,73,9.7,7,1.2,0.6,3.1,19.9,1
Damian Jones\jonesda03,C,24,ATL,55,3.7,0.6,0.5,0.7,0.5,5.6,0
Derrick Jones Jr.\jonesde02,SF,22,MIA,59,3.9,1.1,1,0.6,0.5,8.5,0
Tyus Jones\jonesty01,PG,23,MEM,65,1.6,4.4,0.9,0.1,0.8,7.4,0
DeAndre Jordan\jordade01,C,31,BRK,56,10,1.9,0.3,0.9,1.3,8.3,0
Cory Joseph\josepco01,PG,28,SAC,72,2.6,3.5,0.7,0.3,1.1,6.4,0
Mfiondu Kabengele\kabenmf01,C,22,LAC,12,0.9,0.2,0.2,0.2,0.2,3.5,0
Frank Kaminsky\kaminfr01,C,26,PHO,39,4.5,1.9,0.4,0.3,0.9,9.7,0
Enes Kanter\kanteen01,C,27,BOS,58,7.4,1,0.4,0.7,1,8.1,0
Luke Kennard\kennalu01,SG,23,DET,28,3.5,4.1,0.4,0.2,1.5,15.8,0
Stanton Kidd\kiddst01,SG,27,UTA,4,0.8,0.3,0,0,0.5,0,0
Michael Kidd-Gilchrist\kiddgmi01,PF,26,TOT,25,2.7,0.6,0.1,0.2,0.6,2.4,0
Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,2.9,0.8,0,0.3,0.6,4,0
Michael Kidd-Gilchrist\kiddgmi01,PF,26,DAL,13,2.5,0.3,0.2,0.2,0.7,0.9,0
Louis King\kinglo02,SF,20,DET,10,1,0.5,0.2,0,0.2,2,0
Maxi Kleber\klebima01,PF,28,DAL,74,5.2,1.2,0.3,1.1,0.8,9.1,0
Brandon Knight\knighbr03,SG-PG,28,TOT,25,1.6,2.8,0.4,0.1,1.5,7.3,0
Brandon Knight\knighbr03,SG,28,CLE,16,1.3,1.9,0.3,0.1,1,4.9,0
Brandon Knight\knighbr03,PG,28,DET,9,2.3,4.2,0.6,0.1,2.4,11.6,0
Kevin Knox\knoxke01,SF,20,NYK,65,2.8,0.9,0.4,0.4,0.7,6.4,0
John Konchar\konchjo01,SG,23,MEM,19,2.5,1.2,0.4,0.2,0.4,2.8,0
Furkan Korkmaz\korkmfu01,SG,22,PHI,72,2.3,1.1,0.6,0.2,0.8,9.8,0
Luke Kornet\kornelu01,C,24,CHI,36,2.3,0.9,0.3,0.7,0.4,6,0
Kyle Korver\korveky01,SF,38,MIL,58,2.1,1.2,0.4,0.2,0.8,6.7,0
Rodions Kurucs\kurucro01,PF,21,BRK,47,2.9,1.1,0.5,0.1,1,4.6,0
Kyle Kuzma\kuzmaky01,PF,24,LAL,61,4.5,1.3,0.5,0.4,1.5,12.8,0
Skal Labissière\labissk01,C,23,POR,33,5.1,1.3,0.2,0.9,0.9,5.8,0
Jeremy Lamb\lambje01,SG,27,IND,46,4.3,2.1,1.2,0.5,1.1,12.5,0
Romeo Langford\langfro01,SG,20,BOS,32,1.3,0.4,0.3,0.3,0.3,2.5,0
Zach LaVine\lavinza01,SG,24,CHI,60,4.8,4.2,1.5,0.5,3.4,25.5,0
Vic Law\lawvi01,PF,24,ORL,8,1.4,0.4,0.3,0,0.3,1.9,0
Jake Layman\laymaja01,SF,25,MIN,23,2.5,0.7,0.7,0.4,1,9.1,0
T.J. Leaf\leaftj01,PF,22,IND,28,2.5,0.3,0.4,0.1,0.3,3,0
Jalen Lecque\lecquja01,SG,19,PHO,5,0.4,0.4,0,0,0.4,2,0
Courtney Lee\leeco01,SG,34,DAL,24,1.3,0.5,0.8,0.3,0.5,4.5,0
Damion Lee\leeda03,SG,27,GSW,49,4.9,2.7,1,0.1,1.4,12.7,0
Alex Len\lenal01,C,26,TOT,55,5.8,0.9,0.4,0.9,1,8,0
Alex Len\lenal01,C,26,ATL,40,5.8,1.1,0.5,0.8,1,8.7,0
Alex Len\lenal01,C,26,SAC,15,6.1,0.5,0.2,1,1.1,5.9,0
Kawhi Leonard\leonaka01,SF,28,LAC,57,7.1,4.9,1.8,0.6,2.6,27.1,1
Meyers Leonard\leoname01,C,27,MIA,51,5.1,1.1,0.3,0.3,0.8,6.1,0
Caris LeVert\leverca01,SG,25,BRK,45,4.2,4.4,1.2,0.2,2.6,18.7,0
Damian Lillard\lillada01,PG,29,POR,66,4.3,8,1.1,0.3,2.9,30,1
Nassir Little\littlna01,PF,19,POR,48,2.3,0.5,0.3,0.3,0.3,3.6,0
Kevon Looney\looneke01,C,23,GSW,20,3.3,1,0.6,0.3,0.6,3.4,0
Brook Lopez\lopezbr01,C,31,MIL,68,4.6,1.5,0.7,2.4,1,12,0
Robin Lopez\lopezro01,C,31,MIL,66,2.4,0.7,0.2,0.7,1,5.4,0
Kevin Love\loveke01,PF,31,CLE,56,9.8,3.2,0.6,0.3,2.5,17.6,0
Kyle Lowry\lowryky01,PG,33,TOR,58,5,7.5,1.4,0.4,3.1,19.4,1
Timothé Luwawu-Cabarrot\luwawti01,SF,24,BRK,47,2.7,0.6,0.4,0.1,0.8,7.8,0
Trey Lyles\lylestr01,PF,24,SAS,63,5.7,1.1,0.4,0.4,0.6,6.4,0
Daryl Macon\maconda01,PG,24,MIA,4,0,0.3,0,0,0.5,0.8,0
J.P. Macura\macurjp01,SG,24,CLE,1,0,0,0,0,0,0,0
Josh Magette\magetjo01,PG,30,ORL,8,0.8,0.6,0.4,0.1,0.6,1.5,0
Ian Mahinmi\mahinia01,C,33,WAS,38,5.7,1.3,0.8,1.2,1.2,7.4,0
Thon Maker\makerth01,C,22,DET,60,2.8,0.7,0.4,0.7,0.8,4.7,0
Terance Mann\mannte01,SF,23,LAC,41,1.3,1.3,0.3,0.1,0.4,2.4,0
Boban Marjanovic\marjabo01,C,31,DAL,44,4.5,0.5,0.2,0.2,0.7,6.6,0
Lauri Markkanen\markkla01,PF,22,CHI,50,6.3,1.5,0.8,0.5,1.6,14.7,0
Caleb Martin\martica02,SF,24,CHO,18,2.1,1.3,0.7,0.4,0.8,6.2,0
Cody Martin\martico01,SF,24,CHO,48,3.3,2,0.8,0.2,0.9,5,0
Jeremiah Martin\martije02,PG,23,BRK,9,1.1,2,0.8,0.2,0.4,7.1,0
Kelan Martin\martike03,SF,24,MIN,31,3.1,0.7,0.2,0.3,0.6,6.4,0
Frank Mason III\masonfr01,PG,25,MIL,9,2.1,3.2,0.6,0.1,1.2,6.9,0
Garrison Mathews\mathega01,SG,23,WAS,18,1.3,0.6,0.4,0.1,0.4,5.4,0
Wesley Matthews\matthwe02,SG,33,MIL,67,2.5,1.4,0.6,0.1,0.6,7.4,0
Luc Mbah a Moute\mbahalu01,PF,33,HOU,3,0.7,0,0.7,0,0.3,1.7,0
Patrick McCaw\mccawpa01,SF,24,TOR,37,2.3,2.1,1.1,0.1,0.8,4.6,0
CJ McCollum\mccolcj01,SG,28,POR,70,4.2,4.4,0.8,0.6,1.8,22.2,0
T.J. McConnell\mccontj01,PG,27,IND,71,2.7,5,0.8,0.2,1.4,6.5,0
Jalen McDaniels\mcdanja01,SF,22,CHO,16,4.1,0.8,0.5,0.2,0.7,5.6,0
Doug McDermott\mcderdo01,PF,28,IND,69,2.5,1.1,0.2,0.1,0.6,10.3,0
JaVale McGee\mcgeeja01,C,32,LAL,68,5.7,0.5,0.5,1.4,0.8,6.6,0
Rodney McGruder\mcgruro01,SG,28,LAC,56,2.7,0.6,0.5,0.1,0.4,3.3,0
Alfonzo McKinnie\mckinal01,SF,27,CLE,40,2.8,0.4,0.6,0.2,0.7,4.6,0
Jordan McLaughlin\mclaujo01,PG,23,MIN,30,1.6,4.2,1.1,0.1,1,7.6,0
Ben McLemore\mclembe01,SF,26,HOU,71,2.2,0.8,0.6,0.2,0.7,10.1,0
Jordan McRae\mcraejo01,SG,28,TOT,37,3.4,2.5,0.6,0.4,1.2,11.5,0
Jordan McRae\mcraejo01,SG,28,WAS,29,3.6,2.8,0.7,0.5,1.3,12.8,0
Jordan McRae\mcraejo01,SG,28,DEN,4,1.3,1,0.5,0.3,0,2.3,0
Jordan McRae\mcraejo01,SG,28,DET,4,3.8,1.8,0,0,1.3,11.8,0
Nicolò Melli\mellini01,C,29,NOP,60,3,1.4,0.6,0.4,0.8,6.6,0
De'Anthony Melton\meltode01,PG,21,MEM,60,3.7,2.9,1.3,0.3,1.4,7.6,0
Chimezie Metu\metuch01,C,22,SAS,18,1.8,0.6,0.2,0.3,0.6,3.2,0
Khris Middleton\middlkh01,SF,28,MIL,62,6.2,4.3,0.9,0.1,2.2,20.9,1
Eric Mika\mikaer01,C,25,SAC,1,7,0,0,0,0,6,0
C.J. Miles\milescj01,SF,32,WAS,10,1.2,1.2,1,0.4,0.4,6.4,0
Malcolm Miller\millema01,SF,26,TOR,28,0.6,0.4,0.2,0.1,0.1,1.3,0
Patty Mills\millspa02,PG,31,SAS,66,1.6,1.8,0.8,0.1,0.8,11.6,0
Paul Millsap\millspa01,PF,34,DEN,51,5.7,1.6,0.9,0.6,1.4,11.6,0
Shake Milton\miltosh01,SG,23,PHI,40,2.2,2.6,0.5,0.2,1.2,9.4,0
Donovan Mitchell\mitchdo01,SG,23,UTA,69,4.4,4.3,1,0.2,2.7,24,1
Naz Mitrou-Long\mitrona01,SG,26,IND,5,1.4,1.6,0.2,0.2,0.6,2.8,0
Adam Mokoka\mokokad01,SF,21,CHI,11,0.9,0.4,0.4,0,0.2,2.9,0
Malik Monk\monkma01,SG,21,CHO,55,2.9,2.1,0.5,0.3,1.4,10.3,0
Matt Mooney\moonema01,SG,22,CLE,4,0.8,0.3,0.5,0.3,0,0.5,0
E'Twaun Moore\mooreet01,SG,30,NOP,56,2.3,1.4,0.6,0.2,0.7,8.3,0
Ja Morant\moranja01,PG,20,MEM,67,3.9,7.3,0.9,0.3,3.3,17.8,0
Juwan Morgan\morgaju01,PF,22,UTA,21,1.4,0.3,0,0.1,0.3,1.7,0
